Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
10975,-3556,2644,14960,67,-489,287
10987,-3704,2572,15088,-100,-316,193
10999,-3792,2548,14996,-116,-310,149
11011,-3792,2556,15204,6,-365,232
11023,-3544,2736,15024,113,-27,247
11035,-3724,2880,14676,-249,157,229
11047,-3804,2580,14504,-440,-153,22
11059,-3728,2356,14616,-333,-333,92
11071,-3792,2340,14848,-464,-76,420
11083,-3616,2372,14856,-431,-3,544
11095,-3740,2740,14928,-169,-148,577
11107,-3604,2792,15000,-177,-168,521
11119,-3624,2760,14980,68,-344,473
11131,-3788,2772,15044,333,-427,349
11143,-3584,2676,15044,339,-410,342
11155,-3576,2832,15068,203,-116,295
11167,-3608,2696,14828,-301,256,234
11179,-3800,2556,14568,-335,242,154
11191,-3824,2672,14692,-211,176,157
11203,-3912,2556,14852,-449,289,257
11215,-3844,2296,14680,-239,2,327
11227,-3916,2364,14832,271,-455,583
11239,-3716,2616,15064,545,-212,721
11251,-3512,3092,15148,323,177,671
11263,-3696,3080,14956,-139,419,542
11275,-3916,2808,14996,-351,-11,463
11287,-3944,2532,14988,-428,73,592
11299,-3592,2548,14492,-412,55,473
11311,-3888,2264,14924,-1298,184,810
11323,-3628,2016,14420,-1669,1235,1123
11335,-3228,2484,14212,-2126,2069,1766
11347,-3496,3116,14280,-3011,2552,1598
11359,-3724,2936,14280,-3759,2718,1170
11371,-4056,2364,14156,-3958,2559,1066
11383,-5912,1384,14268,-2438,760,-308
11395,-3684,504,15544,-4123,3511,1123
11407,-4528,260,13780,-1749,3785,2675
11419,-5972,1644,13916,-336,-409,1097
11431,-4732,1084,15360,-708,-1817,1006
11443,-3740,540,15880,99,-74,1851
11455,-4488,1544,15596,638,939,1792
11467,-4860,1924,15188,-469,417,1139
11479,-4420,1036,14968,-1387,378,718
11491,-4460,440,14556,-1468,926,1092
11503,-4748,240,14216,-1119,1078,1587
11515,-4764,700,14116,-592,695,1856
11527,-4612,980,14048,-478,292,1902
11539,-4600,1012,14372,-673,-18,1963
11551,-4472,848,14896,-630,37,2047
11563,-4588,1180,14972,-634,246,2010
11575,-4688,1156,14792,-991,446,1960
11587,-4692,1200,14492,-1309,617,1791
11599,-4612,1212,14060,-1371,454,1877
11611,-4572,1280,14040,-1107,14,1721
11623,-4548,1600,13728,-990,-127,1825
11635,-4388,2072,13732,-1313,-31,1808
11647,-4440,2340,13724,-1588,-111,1404
11659,-4596,2352,13844,-1742,-204,1092
11671,-4684,2120,13896,-1513,-656,970
11683,-4684,2368,14288,-1020,-1166,674
11695,-4612,2392,14664,-1246,-890,740
11707,-4860,2368,14620,-1175,-520,782
11719,-4740,2628,14604,-827,-827,853
11731,-4620,2928,14812,-507,-1305,588
11743,-4196,3456,14756,-612,-1095,329
11755,-4352,3512,14612,-1032,-804,216
11767,-4288,3412,14740,-539,-799,-289
11779,-4064,4032,14200,-725,-813,-891
11791,-3944,3880,13872,-1729,-407,-1612
