Time,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
11145,-3384,2144,15088,-586,-198,66
11157,-3372,2152,15288,13,-195,66
11169,-3448,2512,14760,106,-167,-65
11198,-3468,2244,14720,-516,-274,-179
11210,-3592,2212,14824,-690,-220,-12
11222,-3564,2200,15172,-674,-87,44
11234,-3452,2252,15208,-666,52,-60
11246,-3680,1924,15084,-382,117,-52
11258,-3836,1956,15076,-156,-69,87
11270,-3680,1896,15260,149,-131,164
11282,-3636,2028,15180,434,-230,239
11294,-3392,2648,15048,191,-130,238
11306,-3540,2536,15152,-568,158,59
11318,-3588,2044,14964,-684,310,47
11330,-3556,1848,14960,-180,134,238
11342,-3492,1980,14772,108,111,365
11354,-3496,2444,14888,60,135,437
11367,-3432,2556,14944,-340,48,310
11379,-3468,2344,15056,-512,-3,264
11391,-3500,2268,15080,-347,78,221
11403,-3540,2256,15000,-65,144,202
11415,-3468,2280,14980,244,61,229
11427,-3496,2404,14856,118,179,153
11439,-3644,2244,14884,-401,89,280
11451,-3680,2080,14972,-602,167,408
11463,-3536,2144,14728,-514,221,520
11475,-3760,2236,14992,-623,129,488
11487,-3740,2140,15168,-479,-93,576
11499,-3684,2020,15072,-232,48,723
11511,-3728,2388,15304,-198,-12,799
11523,-3572,2304,15584,-594,187,706
11535,-3584,2148,15452,-898,440,668
11547,-3620,2032,15492,-873,508,693
11559,-3552,2012,15388,-714,769,599
11571,-3472,1900,14988,-826,806,639
11583,-3572,1604,14744,-636,528,760
11595,-3512,1572,14764,-166,345,1070
11607,-3448,1900,14828,-181,482,1203
11619,-3580,2108,14524,-662,497,1140
11631,-3360,2160,14656,-889,381,1159
11643,-3164,2188,14808,-1376,918,913
11655,-3656,2020,14836,-1639,902,910
11667,-3868,1456,14852,-1188,147,1135
11679,-3564,1676,15140,-574,-48,1295
11691,-3480,1748,14952,-113,442,1198
11703,-3744,2024,14404,-390,490,1154
11715,-3788,2084,13976,-1301,179,1499
11727,-3892,2040,14276,-2442,-94,1849
11739,-3684,1908,14712,-2683,-279,1926
11751,-3680,1916,15308,-2262,-133,1769
